fir_number,crime_type,incident_date,incident_time,district,police_station,severity,status,latitude,longitude,description,modus_operandi
FIR000149,Domestic Violence,2025-02-26,09:56,Udupi,Brahmavar,LOW,UNDER_INVESTIGATION,13.3282,74.7073,Domestic Violence reported at Dasarahalli. Marital rape.,Marital rape
FIR000150,Drug Offence,2025-02-27,11:12,Hassan,Sakleshpur,HIGH,CLOSED,13.0496,76.138,Drug Offence reported at Malleshwaram 8th Cross. Online sale.,Online sale
FIR000151,Criminal Trespass,2025-02-28,01:28,Chikkaballapur,Main Police Station,LOW,COLD,13.4175,77.7115,Criminal Trespass reported at Electronic City Phase 1. Illegal occupation.,Illegal occupation
FIR000152,Burglary,2025-03-01,03:54,Bidar,Humnabad,CRITICAL,CLOSED,17.9156,77.5605,Burglary reported at Yelahanka New Town. Forceful entry.,Forceful entry
FIR000153,Pickpocketing,2025-01-31,17:01,Bengaluru Urban,Banashankari,HIGH,PENDING,12.995,77.6262,Pickpocketing reported at Uttarahalli. Distraction theft.,Distraction theft
FIR000154,Assault,2025-02-01,14:45,Bengaluru Urban,Mysore Road,CRITICAL,CLOSED,12.9934,77.6113,Assault reported at Subramanyapura. Group assault.,Group assault
FIR000155,Criminal Trespass,2025-02-02,00:46,Mysuru,Kuvempunagar,HIGH,UNDER_INVESTIGATION,12.2475,76.6876,Criminal Trespass reported at Subramanyapura. Boundary violation.,Boundary violation
FIR000156,Drug Offence,2025-02-03,01:07,Bengaluru Urban,Koramangala,LOW,COLD,12.9222,77.6039,Drug Offence reported at MG Road. Street peddling.,Street peddling
FIR000157,Vehicle Theft,2025-02-04,07:43,Yadgiri,Shahapur,CRITICAL,CLOSED,16.7653,77.1681,Vehicle Theft reported at MG Road. Valet theft.,Valet theft
FIR000158,Murder,2025-02-05,07:49,Kolar,KGF,HIGH,CLOSED,13.155,78.1147,Murder reported at Whitefield Main Road. Sharp weapon.,Sharp weapon
FIR000159,Criminal Trespass,2025-02-06,18:04,Udupi,Udupi Town,LOW,PENDING,13.3775,74.7328,Criminal Trespass reported at JP Nagar 6th Phase. Illegal occupation.,Illegal occupation
FIR000160,Domestic Violence,2025-02-07,20:04,Raichur,Raichur Town,CRITICAL,UNDER_INVESTIGATION,16.2378,77.3084,Domestic Violence reported at Peenya Industrial Area. Elder abuse.,Elder abuse
FIR000161,Burglary,2025-02-08,16:09,Hassan,Hassan Town,LOW,CLOSED,12.99,76.1396,Burglary reported at RT Nagar. Lock picking.,Lock picking
FIR000162,Arson,2025-02-09,23:05,Chikkamagaluru,Kadur,MEDIUM,PENDING,13.302,75.7288,Arson reported at Uttarahalli. Industrial arson.,Industrial arson
FIR000163,Domestic Violence,2025-02-10,08:11,Chamarajanagar,Main Police Station,CRITICAL,CLOSED,11.9498,76.9153,Domestic Violence reported at Mahalakshmi Layout. Physical abuse.,Physical abuse
FIR000164,Burglary,2025-02-11,01:34,Kalaburagi,Chincholi,LOW,PENDING,17.3322,76.8797,Burglary reported at Kengeri Satellite Town. Disguised entry. [DELAYED INVESTIGATION],Disguised entry
FIR000165,Murder,2025-02-12,11:58,Bengaluru Urban,Mysore Road,LOW,UNDER_INVESTIGATION,12.9775,77.5466,Murder reported at Nagarbhavi. Poisoning.,Poisoning
FIR000166,Pickpocketing,2025-02-13,16:27,Kodagu,Somwarpet,HIGH,UNDER_INVESTIGATION,12.4492,75.7298,Pickpocketing reported at Subramanyapura. Distraction theft.,Distraction theft
FIR000167,Pickpocketing,2025-02-14,10:59,Tumakuru,Kunigal,CRITICAL,CLOSED,13.3861,77.1505,Pickpocketing reported at Whitefield Main Road. Distraction theft.,Distraction theft
FIR000168,Burglary,2025-02-15,07:45,Ramanagara,Magadi,LOW,PENDING,12.7556,77.2976,Burglary reported at Banashankari 2nd Stage. Rooftop entry.,Rooftop entry
FIR000169,Arson,2025-02-16,16:12,Koppal,Kushtagi,LOW,COLD,15.2979,76.1903,Arson reported at Kumaraswamy Layout. Property arson.,Property arson
FIR000170,Drug Offence,2025-02-17,23:41,Koppal,Gangavati,CRITICAL,CLOSED,15.3774,76.1978,Drug Offence reported at MG Road. Online sale.,Online sale
FIR000171,Pickpocketing,2025-02-18,23:05,Tumakuru,Tumakuru Town,HIGH,PENDING,13.3858,77.0646,Pickpocketing reported at Malleshwaram 8th Cross. Bus pick.,Bus pick
FIR000172,Assault,2025-02-19,12:37,Ballari,Ballari Town,MEDIUM,CLOSED,15.0966,76.9556,Assault reported at Mahalakshmi Layout. Strangulation.,Strangulation
FIR000173,Vehicle Theft,2025-02-20,19:12,Tumakuru,Kunigal,MEDIUM,COLD,13.3348,77.1292,Vehicle Theft reported at Whitefield Main Road. Lock breaking.,Lock breaking
FIR000174,Burglary,2025-02-21,00:30,Chikkaballapur,Main Police Station,LOW,PENDING,13.4588,77.7493,Burglary reported at Subramanyapura. Rooftop entry.,Rooftop entry
FIR000175,Criminal Trespass,2025-02-22,01:00,Ramanagara,Ramanagara Town,LOW,PENDING,12.687,77.2565,Criminal Trespass reported at Dasarahalli. Illegal occupation.,Illegal occupation
FIR000176,Murder,2025-02-23,04:07,Haveri,Byadgi,HIGH,CLOSED,14.8052,75.3763,Murder reported at Uttarahalli. Poisoning.,Poisoning
FIR000177,Domestic Violence,2025-02-24,18:32,Bengaluru Urban,Jayanagar,MEDIUM,COLD,13.0014,77.5681,Domestic Violence reported at MG Road. Marital rape.,Marital rape
FIR000178,Arson,2025-02-25,00:31,Chamarajanagar,Main Police Station,MEDIUM,UNDER_INVESTIGATION,11.9204,76.9695,Arson reported at Electronic City Phase 1. Property arson.,Property arson
FIR000179,Vehicle Theft,2025-02-26,17:33,Shivamogga,Sagara,MEDIUM,UNDER_INVESTIGATION,13.9725,75.5312,Vehicle Theft reported at Whitefield Main Road. Lock breaking.,Lock breaking
FIR000180,Cybercrime,2025-02-27,02:08,Dharwad,Kalghatgi,HIGH,COLD,15.48,75.0123,Cybercrime reported at Whitefield Main Road. Fake call centre.,Fake call centre
FIR000181,Burglary,2025-02-28,11:48,Udupi,Kundapur,MEDIUM,CLOSED,13.3296,74.7207,Burglary reported at Vijayanagar Town. Rooftop entry.,Rooftop entry
FIR000182,Murder,2025-03-01,19:35,Vijayapura,Vijayapura Town,HIGH,PENDING,16.8695,75.7077,Murder reported at Kumaraswamy Layout. Blunt force.,Blunt force
FIR000183,Criminal Trespass,2025-01-31,22:32,Vijayanagara,Kampli,CRITICAL,UNDER_INVESTIGATION,15.2933,76.6556,Criminal Trespass reported at Jayanagar 4th Block. Illegal occupation.,Illegal occupation
FIR000184,Sexual Offence,2025-02-01,07:59,Vijayapura,Sindagi,MEDIUM,PENDING,16.8191,75.7196,Sexual Offence reported at RT Nagar. Assault.,Assault
FIR000185,Murder,2025-03-02,13:20,Koppal,Yelburga,LOW,COLD,15.356,76.1218,Murder reported at Nagarbhavi. Blunt force.,Blunt force
FIR000186,Domestic Violence,2025-03-03,10:48,Chitradurga,Molakalmuru,MEDIUM,COLD,14.2238,76.403,Domestic Violence reported at Padmanabhanagar. Verbal abuse.,Verbal abuse
FIR000187,Fraud,2025-03-04,10:36,Shivamogga,Tirthahalli,CRITICAL,UNDER_INVESTIGATION,13.8932,75.5652,Fraud reported at Nagarbhavi. Property fraud.,Property fraud
FIR000188,Cybercrime,2025-03-05,01:19,Chamarajanagar,Main Police Station,CRITICAL,COLD,11.9416,76.9593,Cybercrime reported at Electronic City Phase 1. Malware attack.,Malware attack
FIR000189,Criminal Trespass,2025-03-06,23:55,Ramanagara,Channapatna,MEDIUM,PENDING,12.7274,77.3326,Criminal Trespass reported at JP Nagar 6th Phase. Illegal occupation.,Illegal occupation
FIR000190,Pickpocketing,2025-03-07,15:31,Mandya,Nagamangala,LOW,COLD,12.5397,76.8728,Pickpocketing reported at Malleshwaram 8th Cross. Crowd pick.,Crowd pick
FIR000191,Domestic Violence,2025-03-08,05:05,Kalaburagi,Sedam,MEDIUM,PENDING,17.3252,76.7946,Domestic Violence reported at Electronic City Phase 1. Marital rape. [DELAYED INVESTIGATION],Marital rape
FIR000192,Criminal Trespass,2025-03-09,13:42,Raichur,Manvi,LOW,PENDING,16.258,77.3168,Criminal Trespass reported at Sadashivanagar. Boundary violation.,Boundary violation
FIR000193,Sexual Offence,2025-03-10,13:55,Chamarajanagar,Main Police Station,CRITICAL,UNDER_INVESTIGATION,11.9687,76.9394,Sexual Offence reported at Mahalakshmi Layout. Eve teasing.,Eve teasing
FIR000194,Criminal Trespass,2025-03-11,04:14,Chikkamagaluru,Chikkamagaluru Town,MEDIUM,UNDER_INVESTIGATION,13.3322,75.7922,Criminal Trespass reported at JP Nagar 6th Phase. Temple trespass.,Temple trespass
FIR000195,Sexual Offence,2025-03-12,01:27,Gadag,Naragund,LOW,PENDING,15.3698,75.6234,Sexual Offence reported at Malleshwaram 8th Cross. Stalking.,Stalking
FIR000196,Vehicle Theft,2025-03-13,01:51,Chikkamagaluru,Kadur,LOW,CLOSED,13.2779,75.7422,Vehicle Theft reported at BTM Layout Stage 2. Carjacking.,Carjacking
FIR000197,Domestic Violence,2025-03-14,02:52,Dharwad,Hubli South,HIGH,PENDING,15.4704,75.0006,Domestic Violence reported at Basavanagudi. Verbal abuse.,Verbal abuse
FIR000198,Pickpocketing,2025-03-15,21:17,Raichur,Sindhnur,CRITICAL,COLD,16.2414,77.3881,Pickpocketing reported at Marathahalli Bridge. Distraction theft.,Distraction theft
FIR000199,Drug Offence,2025-03-16,12:29,Vijayapura,Vijayapura Town,MEDIUM,CLOSED,16.8623,75.7212,Drug Offence reported at Kumaraswamy Layout. Transportation.,Transportation
FIR000200,Arson,2025-03-17,03:57,Bengaluru Urban,Mysore Road,MEDIUM,PENDING,12.9608,77.6078,Arson reported at Banashankari 2nd Stage. Industrial arson.,Industrial arson
FIR000201,Cybercrime,2025-03-18,02:55,Tumakuru,Tiptur,LOW,CLOSED,13.3821,77.114,Cybercrime reported at Jayanagar 4th Block. Social engineering.,Social engineering
FIR000202,Assault,2025-03-19,05:56,Shivamogga,Sagara,MEDIUM,COLD,13.9287,75.5879,Assault reported at Banashankari 2nd Stage. Confrontation.,Confrontation
FIR000203,Criminal Trespass,2025-03-20,07:14,Chitradurga,Chitradurga Town,HIGH,COLD,14.2638,76.3934,Criminal Trespass reported at Vijayanagar 2nd Stage. Encroachment.,Encroachment
FIR000204,Domestic Violence,2025-03-21,11:25,Dakshina Kannada,Mangaluru South,CRITICAL,COLD,12.912,74.8231,Domestic Violence reported at JP Nagar 6th Phase. Verbal abuse.,Verbal abuse
FIR000205,Domestic Violence,2025-03-22,00:08,Dharwad,Kalghatgi,LOW,PENDING,15.4412,74.9963,Domestic Violence reported at Peenya Industrial Area. Verbal abuse.,Verbal abuse
FIR000206,Criminal Trespass,2025-03-23,23:04,Chitradurga,Hosadurga,HIGH,PENDING,14.167,76.4373,Criminal Trespass reported at Mahalakshmi Layout. Boundary violation.,Boundary violation
FIR000207,Kidnapping,2025-03-24,17:42,Vijayanagara,Hospet,LOW,PENDING,15.2838,76.602,Kidnapping reported at Koramangala 1st Cross. Political.,Political
FIR000208,Chain Snatching,2025-03-25,20:57,Chamarajanagar,Main Police Station,HIGH,CLOSED,11.8975,76.9049,Chain Snatching reported at Whitefield Main Road. Pillion snatch.,Pillion snatch
FIR000209,Burglary,2025-03-26,14:24,Raichur,Sindhnur,LOW,PENDING,16.1679,77.3275,Burglary reported at Vijayanagar Town. Forceful entry.,Forceful entry
FIR000210,Kidnapping,2025-03-27,01:19,Bengaluru Rural,Magadi,LOW,CLOSED,13.0889,77.5955,Kidnapping reported at Whitefield Main Road. For ransom.,For ransom
FIR000211,Burglary,2025-03-28,10:49,Kolar,Kolar Town,MEDIUM,CLOSED,13.1122,78.1313,Burglary reported at Marathahalli Bridge. Lock picking.,Lock picking
FIR000212,Fraud,2025-03-29,21:09,Dharwad,Hubli North,HIGH,COLD,15.5027,74.9669,Fraud reported at Vijayanagar Town. Online scam.,Online scam
FIR000213,Murder,2025-03-30,09:32,Vijayanagara,Kampli,HIGH,UNDER_INVESTIGATION,15.2404,76.6663,Murder reported at RT Nagar. Blunt force.,Blunt force
FIR000214,Criminal Trespass,2025-03-31,00:05,Haveri,Byadgi,MEDIUM,UNDER_INVESTIGATION,14.8208,75.3795,Criminal Trespass reported at Hebbal Ring Road. Temple trespass.,Temple trespass
FIR000215,Burglary,2025-03-02,23:48,Koppal,Gangavati,MEDIUM,PENDING,15.3067,76.1749,Burglary reported at Vijayanagar 2nd Stage. Forceful entry.,Forceful entry
FIR000216,Criminal Trespass,2025-03-03,03:37,Mysuru,Vijayanagar,HIGH,UNDER_INVESTIGATION,12.2571,76.6124,Criminal Trespass reported at Subramanyapura. Illegal occupation.,Illegal occupation
FIR000217,Murder,2025-03-04,22:35,Chikkamagaluru,Mudigere,MEDIUM,UNDER_INVESTIGATION,13.2894,75.7391,Murder reported at Malleshwaram 8th Cross. Sharp weapon.,Sharp weapon
FIR000218,Assault,2025-03-05,06:06,Yadgiri,Shahapur,MEDIUM,COLD,16.7743,77.1669,Assault reported at Padmanabhanagar. Weapon attack.,Weapon attack
FIR000219,Chain Snatching,2025-03-06,13:07,Vijayapura,Sindagi,HIGH,CLOSED,16.8201,75.6606,Chain Snatching reported at Padmanabhanagar. Roadside snatch.,Roadside snatch
FIR000220,Domestic Violence,2025-03-07,20:58,Davanagere,Davanagere Town,MEDIUM,COLD,14.4753,75.9195,Domestic Violence reported at Hebbal Ring Road. Verbal abuse.,Verbal abuse
FIR000221,Murder,2025-03-08,08:43,Chikkamagaluru,Mudigere,LOW,COLD,13.2901,75.7228,Murder reported at Padmanabhanagar. Strangulation.,Strangulation
FIR000222,Sexual Offence,2025-03-09,06:33,Belagavi,Camp,CRITICAL,UNDER_INVESTIGATION,15.8476,74.5265,Sexual Offence reported at Whitefield Main Road. Eve teasing.,Eve teasing
FIR000223,Domestic Violence,2025-03-10,04:17,Haveri,Byadgi,HIGH,PENDING,14.7716,75.3552,Domestic Violence reported at HSR Layout Sector 3. Dowry harassment.,Dowry harassment
FIR000224,Burglary,2025-03-11,01:55,Gadag,Mundargi,HIGH,UNDER_INVESTIGATION,15.4103,75.6637,Burglary reported at Vijayanagar 2nd Stage. Disguised entry.,Disguised entry
FIR000225,Domestic Violence,2025-03-12,14:45,Gadag,Ron,HIGH,PENDING,15.4387,75.5958,Domestic Violence reported at Basavanagudi. Verbal abuse.,Verbal abuse
FIR000226,Domestic Violence,2025-03-13,16:54,Chikkaballapur,Main Police Station,LOW,CLOSED,13.3841,77.6932,Domestic Violence reported at RT Nagar. Elder abuse.,Elder abuse
FIR000227,Sexual Offence,2025-03-14,08:54,Dharwad,Dharwad Town,MEDIUM,CLOSED,15.4672,74.9605,Sexual Offence reported at Subramanyapura. Harassment.,Harassment
FIR000228,Drug Offence,2025-03-15,11:39,Dakshina Kannada,Sullia,CRITICAL,CLOSED,12.8477,74.8352,"Drug Offence reported at 12th Main, Indiranagar. Smuggling.",Smuggling
FIR000229,Criminal Trespass,2025-03-16,08:10,Belagavi,Tilakwadi,LOW,CLOSED,15.8629,74.5039,Criminal Trespass reported at Marathahalli Bridge. Encroachment.,Encroachment
FIR000230,Assault,2025-03-17,14:34,Tumakuru,Kunigal,HIGH,UNDER_INVESTIGATION,13.3738,77.0784,Assault reported at BTM Layout Stage 2. Confrontation.,Confrontation
FIR000231,Robbery,2025-03-18,07:37,Belagavi,Shahapur,HIGH,UNDER_INVESTIGATION,15.8782,74.4812,Robbery reported at Dasarahalli. Highway robbery.,Highway robbery
FIR000232,Vehicle Theft,2025-03-19,20:10,Mandya,Nagamangala,LOW,UNDER_INVESTIGATION,12.5175,76.868,Vehicle Theft reported at Rajajinagar. Towing.,Towing
FIR000233,Pickpocketing,2025-03-20,16:15,Yadgiri,Yadgiri Town,HIGH,CLOSED,16.8069,77.0997,Pickpocketing reported at Sadashivanagar. Distraction theft.,Distraction theft
FIR000234,Sexual Offence,2025-03-21,21:16,Kolar,Bangarpet,LOW,UNDER_INVESTIGATION,13.1392,78.1411,Sexual Offence reported at Vijayanagar Town. Stalking.,Stalking
FIR000235,Robbery,2025-03-22,03:32,Koppal,Gangavati,MEDIUM,PENDING,15.3698,76.1584,Robbery reported at JP Nagar 6th Phase. Highway robbery.,Highway robbery
FIR000236,Drug Offence,2025-03-23,01:48,Haveri,Haveri Town,MEDIUM,COLD,14.7587,75.4108,Drug Offence reported at Malleshwaram 8th Cross. Smuggling.,Smuggling
FIR000237,Sexual Offence,2025-03-24,05:04,Yadgiri,Yadgiri Town,HIGH,CLOSED,16.758,77.1659,"Sexual Offence reported at 12th Main, Indiranagar. Workplace harassment.",Workplace harassment
FIR000238,Cybercrime,2025-03-25,00:58,Belagavi,Tilakwadi,HIGH,CLOSED,15.8385,74.5409,Cybercrime reported at Nagarbhavi. Phishing link.,Phishing link
FIR000239,Criminal Trespass,2025-03-26,04:49,Haveri,Haveri Town,MEDIUM,UNDER_INVESTIGATION,14.8164,75.3792,Criminal Trespass reported at Brigade Road. Illegal occupation.,Illegal occupation
FIR000240,Sexual Offence,2025-03-27,21:51,Davanagere,Harihara,LOW,CLOSED,14.4725,75.9372,Sexual Offence reported at Vijayanagar 2nd Stage. Eve teasing.,Eve teasing
FIR000241,Robbery,2025-03-28,22:15,Mysuru,Nazarbad,LOW,UNDER_INVESTIGATION,12.2635,76.6892,Robbery reported at Electronic City Phase 1. Chain snatching.,Chain snatching
FIR000242,Criminal Trespass,2025-03-29,01:04,Belagavi,Maruti,HIGH,COLD,15.8461,74.5112,Criminal Trespass reported at Hebbal Ring Road. Boundary violation.,Boundary violation
FIR000243,Criminal Trespass,2025-03-30,09:38,Kalaburagi,Sedam,LOW,PENDING,17.2922,76.8324,Criminal Trespass reported at Mahalakshmi Layout. Illegal occupation. [DELAYED INVESTIGATION],Illegal occupation
FIR000244,Vehicle Theft,2025-03-31,14:31,Chikkaballapur,Main Police Station,LOW,CLOSED,13.4801,77.6956,Vehicle Theft reported at Subramanyapura. Lock breaking.,Lock breaking
FIR000245,Domestic Violence,2025-03-02,06:48,Koppal,Gangavati,LOW,UNDER_INVESTIGATION,15.3951,76.1876,Domestic Violence reported at Malleshwaram 8th Cross. Elder abuse.,Elder abuse
FIR000246,Arson,2025-03-03,01:47,Kodagu,Somwarpet,MEDIUM,PENDING,12.4275,75.7492,Arson reported at Kumaraswamy Layout. Forest fire.,Forest fire
FIR000247,Assault,2025-03-04,01:46,Ramanagara,Ramanagara Town,MEDIUM,UNDER_INVESTIGATION,12.7432,77.2735,Assault reported at Marathahalli Bridge. Strangulation.,Strangulation
FIR000248,Vehicle Theft,2025-03-05,12:51,Ramanagara,Kanakapura,MEDIUM,CLOSED,12.7274,77.3262,Vehicle Theft reported at Mahalakshmi Layout. Carjacking.,Carjacking
FIR000249,Sexual Offence,2025-03-06,22:37,Shivamogga,Tirthahalli,MEDIUM,CLOSED,13.9244,75.6119,Sexual Offence reported at Uttarahalli. Eve teasing.,Eve teasing
FIR000250,Vehicle Theft,2025-03-07,17:24,Chamarajanagar,Main Police Station,LOW,COLD,11.9512,76.9166,Vehicle Theft reported at Vijayanagar Town. Key duplication.,Key duplication
FIR000251,Assault,2025-03-08,22:14,Yadgiri,Shahapur,HIGH,CLOSED,16.8005,77.1268,Assault reported at RT Nagar. Group assault.,Group assault
FIR000252,Robbery,2025-03-09,23:42,Uttara Kannada,Main Police Station,CRITICAL,CLOSED,14.8429,74.1514,Robbery reported at Vijayanagar 2nd Stage. Bank robbery.,Bank robbery
FIR000253,Drug Offence,2025-03-10,08:52,Hassan,Hassan Town,CRITICAL,UNDER_INVESTIGATION,12.9553,76.065,Drug Offence reported at Basavanagudi. Street peddling.,Street peddling
FIR000254,Drug Offence,2025-03-11,14:11,Udupi,Kundapur,CRITICAL,COLD,13.3082,74.6942,Drug Offence reported at Subramanyapura. Smuggling.,Smuggling
FIR000255,Kidnapping,2025-03-12,08:54,Raichur,Manvi,HIGH,UNDER_INVESTIGATION,16.175,77.3876,Kidnapping reported at Subramanyapura. Custodial.,Custodial
FIR000256,Arson,2025-03-13,21:45,Mysuru,Vijayanagar,CRITICAL,CLOSED,12.3133,76.6263,Arson reported at Vijayanagar Town. Vehicle arson.,Vehicle arson
FIR000257,Fraud,2025-03-14,14:56,Kolar,Bangarpet,MEDIUM,UNDER_INVESTIGATION,13.1326,78.103,Fraud reported at Basavanagudi. Property fraud.,Property fraud
FIR000258,Kidnapping,2025-03-15,09:33,Chitradurga,Hiriyur,LOW,PENDING,14.2429,76.3969,Kidnapping reported at Yelahanka New Town. Political.,Political
FIR000259,Burglary,2025-03-16,01:43,Uttara Kannada,Main Police Station,CRITICAL,UNDER_INVESTIGATION,14.7929,74.0953,Burglary reported at BTM Layout Stage 2. Forceful entry.,Forceful entry
FIR000260,Domestic Violence,2025-03-17,02:02,Hassan,Arsikere,HIGH,COLD,12.97,76.1513,Domestic Violence reported at Peenya Industrial Area. Verbal abuse.,Verbal abuse
FIR000261,Assault,2025-03-18,01:54,Dharwad,Hubli North,LOW,CLOSED,15.4858,74.9612,Assault reported at Sadashivanagar. Confrontation.,Confrontation
FIR000262,Domestic Violence,2025-03-19,16:32,Vijayapura,Muddebihal,LOW,CLOSED,16.8382,75.723,Domestic Violence reported at Padmanabhanagar. Verbal abuse.,Verbal abuse
FIR000263,Cybercrime,2025-03-20,22:27,Kolar,Malur,CRITICAL,PENDING,13.1153,78.1234,Cybercrime reported at Subramanyapura. Malware attack.,Malware attack
FIR000264,Domestic Violence,2025-03-21,14:03,Hassan,Hassan Town,HIGH,CLOSED,13.0008,76.096,Domestic Violence reported at Padmanabhanagar. Marital rape.,Marital rape
FIR000265,Domestic Violence,2025-03-22,20:14,Bengaluru Rural,Hoskote,LOW,PENDING,13.0854,77.6419,Domestic Violence reported at Basavanagudi. Physical abuse.,Physical abuse
FIR000266,Kidnapping,2025-03-23,21:46,Gadag,Naragund,LOW,CLOSED,15.3989,75.6293,Kidnapping reported at Sadashivanagar. Human trafficking.,Human trafficking
FIR000267,Arson,2025-03-24,17:46,Davanagere,Davanagere Town,MEDIUM,PENDING,14.4308,75.8992,Arson reported at BTM Layout Stage 2. Property arson.,Property arson
FIR000268,Robbery,2025-03-25,11:31,Davanagere,Harihara,HIGH,UNDER_INVESTIGATION,14.4773,75.9059,Robbery reported at Kumaraswamy Layout. Armed robbery.,Armed robbery
FIR000269,Domestic Violence,2025-03-26,20:18,Dharwad,Hubli North,MEDIUM,CLOSED,15.505,75.0286,Domestic Violence reported at Whitefield Main Road. Marital rape.,Marital rape
FIR000270,Robbery,2025-03-27,09:56,Belagavi,Maruti,HIGH,COLD,15.8202,74.4802,Robbery reported at Marathahalli Bridge. Highway robbery.,Highway robbery
FIR000271,Arson,2025-03-28,07:24,Mandya,Mandya Town,MEDIUM,COLD,12.5091,76.8956,Arson reported at Basavanagudi. Forest fire.,Forest fire
FIR000272,Murder,2025-03-29,21:33,Chikkamagaluru,Kadur,LOW,UNDER_INVESTIGATION,13.3405,75.7828,Murder reported at Koramangala 1st Cross. Blunt force.,Blunt force
